t,ecg_signal_offset
4.995112414467253181e-01,6.148701298701300111e-01
5.004887585532746819e-01,6.344155844155845436e-01
5.014662756598240456e-01,6.489610389610391827e-01
5.024437927663734094e-01,6.627922077922078214e-01
5.034213098729227731e-01,6.752597402597404486e-01
5.043988269794721369e-01,6.931818181818183433e-01
5.053763440860215006e-01,7.150649350649351810e-01
5.063538611925708643e-01,7.432467532467534888e-01
5.073313782991202281e-01,7.774025974025974284e-01
5.083088954056695918e-01,8.151948051948052498e-01
5.092864125122189556e-01,8.545454545454546080e-01
5.102639296187683193e-01,8.937662337662337642e-01
5.112414467253176831e-01,9.362987012987014079e-01
5.122189638318670468e-01,9.786363636363637486e-01
5.131964809384164106e-01,1.023766233766233880e+00
5.141739980449657743e-01,1.072142857142857064e+00
5.151515151515151381e-01,1.119545454545454621e+00
5.161290322580645018e-01,1.161038961038961315e+00
5.171065493646138655e-01,1.200000000000000178e+00
5.180840664711632293e-01,1.195194805194805365e+00
5.190615835777125930e-01,1.190389610389610553e+00
5.200391006842619568e-01,1.185519480519480640e+00
5.210166177908113205e-01,1.180714285714286049e+00
5.219941348973606843e-01,1.176168831168831197e+00
5.229716520039100480e-01,1.172337662337662456e+00
5.239491691104594118e-01,1.166493506493506693e+00
5.249266862170087755e-01,1.161363636363636598e+00
5.259042033235581393e-01,1.156818181818181968e+00
5.268817204301075030e-01,1.151883116883116953e+00
5.278592375366568668e-01,1.147077922077922363e+00
5.288367546432062305e-01,1.142532467532467511e+00
5.298142717497555942e-01,1.137662337662337819e+00
5.307917888563049580e-01,1.132987012987013209e+00
5.317693059628543217e-01,1.127727272727272911e+00
5.327468230694036855e-01,1.113896103896103940e+00
5.337243401759530492e-01,1.057987012987013031e+00
5.347018572825024130e-01,9.849350649350651077e-01
5.356793743890517767e-01,8.900649350649352254e-01
5.366568914956011405e-01,7.862987012987014968e-01
5.376344086021505042e-01,6.842207792207793959e-01
5.386119257086998680e-01,5.878571428571429669e-01
5.395894428152492317e-01,4.963636363636364512e-01
5.405669599217985954e-01,4.173376623376623407e-01
5.415444770283479592e-01,3.521428571428571463e-01
5.425219941348973229e-01,2.975324675324675372e-01
5.434995112414466867e-01,2.570129870129870264e-01
5.444770283479960504e-01,2.312987012987013924e-01
5.454545454545454142e-01,2.128571428571428004e-01
5.464320625610947779e-01,2.000000000000000666e-01
5.474095796676441417e-01,2.007142857142857340e-01
5.483870967741935054e-01,2.101948051948051566e-01
5.493646138807428692e-01,2.257792207792207462e-01
5.503421309872922329e-01,2.491558441558441861e-01
5.513196480938415966e-01,2.767532467532468066e-01
5.522971652003909604e-01,3.060389610389610549e-01
5.532746823069403241e-01,3.376623376623377193e-01
5.542521994134896879e-01,3.627272727272727870e-01
5.552297165200390516e-01,3.775974025974025983e-01
5.562072336265884154e-01,3.874025974025974151e-01
5.571847507331377791e-01,3.967532467532467466e-01
5.581622678396871429e-01,4.147402597402598534e-01
5.591397849462365066e-01,4.350000000000000533e-01
5.601173020527858704e-01,4.490909090909090962e-01
5.610948191593352341e-01,4.559740259740260315e-01
5.620723362658845979e-01,4.543506493506493937e-01
5.630498533724339616e-01,4.509090909090909260e-01
5.640273704789834364e-01,4.464285714285714524e-01
5.650048875855328001e-01,4.498051948051948745e-01
5.659824046920821639e-01,4.538961038961039085e-01
5.669599217986315276e-01,4.596103896103896913e-01
5.679374389051808913e-01,4.642207792207793116e-01
5.689149560117302551e-01,4.657142857142857473e-01
5.698924731182796188e-01,4.675974025974026782e-01
5.708699902248289826e-01,4.745454545454546036e-01
5.718475073313783463e-01,4.862987012987013413e-01
5.728250244379277101e-01,4.941558441558441817e-01
5.738025415444770738e-01,4.987012987012988674e-01
5.747800586510264376e-01,4.992857142857142771e-01
5.757575757575758013e-01,4.982467532467534932e-01
5.767350928641251651e-01,5.001948051948053031e-01
5.777126099706745288e-01,5.094805194805195336e-01
5.786901270772238925e-01,5.194805194805196535e-01
5.796676441837732563e-01,5.225324675324676260e-01
5.806451612903226200e-01,5.203896103896106240e-01
5.816226783968719838e-01,5.155194805194805996e-01
5.826001955034213475e-01,5.059740259740260759e-01
5.835777126099707113e-01,4.981818181818183922e-01
5.845552297165200750e-01,4.929220779220779280e-01
5.855327468230694388e-01,4.937012987012986409e-01
5.865102639296188025e-01,5.009090909090910815e-01
5.874877810361681663e-01,5.036363636363638818e-01
5.884652981427175300e-01,5.007142857142858894e-01
5.894428152492668938e-01,5.016233766233766378e-01
5.904203323558162575e-01,5.045454545454545192e-01
5.913978494623656212e-01,5.119480519480520408e-01
5.923753665689149850e-01,5.175974025974027226e-01
5.933528836754643487e-01,5.188311688311688652e-01
5.943304007820137125e-01,5.142857142857144570e-01
5.953079178885630762e-01,5.077922077922080168e-01
5.962854349951124400e-01,5.072727272727273196e-01
5.972629521016618037e-01,5.150000000000000133e-01
5.982404692082111675e-01,5.247402597402598401e-01
5.992179863147605312e-01,5.297402597402599556e-01
6.001955034213098950e-01,5.333116883116884033e-01
6.011730205278592587e-01,5.316233766233766644e-01
6.021505376344086224e-01,5.306493506493507040e-01
6.031280547409579862e-01,5.304545454545456229e-01
6.041055718475073499e-01,5.335064935064937064e-01
6.050830889540567137e-01,5.412337662337662891e-01
6.060606060606060774e-01,5.470779220779222740e-01
6.070381231671554412e-01,5.518831168831170864e-01
6.080156402737048049e-01,5.504545454545455296e-01
6.089931573802541687e-01,5.488311688311690029e-01
6.099706744868035324e-01,5.504545454545455296e-01
6.109481915933528962e-01,5.567532467532467777e-01
6.119257086999022599e-01,5.679220779220781612e-01
6.129032258064516236e-01,5.705844155844157495e-01
6.138807429130009874e-01,5.664285714285716145e-01
6.148582600195503511e-01,5.596103896103896691e-01
6.158357771260997149e-01,5.561688311688313124e-01
6.168132942326490786e-01,5.624675324675326715e-01
6.177908113391984424e-01,5.737012987012988230e-01
6.187683284457478061e-01,5.805844155844156473e-01
6.197458455522971699e-01,5.862987012987015412e-01
6.207233626588465336e-01,5.855844155844156518e-01
6.217008797653958974e-01,5.835714285714287408e-01
6.226783968719452611e-01,5.787662337662338174e-01
6.236559139784946248e-01,5.773376623376624828e-01
6.246334310850439886e-01,5.764935064935066134e-01
6.256109481915933523e-01,5.774675324675325738e-01
6.265884652981427161e-01,5.763636363636364113e-01
6.275659824046920798e-01,5.749350649350649656e-01
6.285434995112414436e-01,5.707792207792208306e-01
6.295210166177908073e-01,5.725974025974026604e-01
6.304985337243401711e-01,5.835714285714287408e-01
6.314760508308895348e-01,5.903896103896104641e-01
6.324535679374388986e-01,5.933116883116883455e-01
6.334310850439882623e-01,5.896753246753247968e-01
6.344086021505376261e-01,5.835064935064937508e-01
6.353861192570869898e-01,5.778571428571428470e-01
6.363636363636363535e-01,5.837012987012989429e-01
6.373411534701857173e-01,5.942207792207794270e-01
6.383186705767350810e-01,6.034415584415585565e-01
6.392961876832844448e-01,6.062337662337662358e-01
6.402737047898338085e-01,6.057142857142858716e-01
6.412512218963831723e-01,6.022727272727272929e-01
6.422287390029325360e-01,5.993506493506496335e-01
6.432062561094818998e-01,6.010389610389610393e-01
6.441837732160312635e-01,6.049350649350651032e-01
6.451612903225806273e-01,6.089610389610390362e-01
6.461388074291299910e-01,6.094805194805197335e-01
6.471163245356793547e-01,6.055194805194806795e-01
6.480938416422287185e-01,6.059090909090911747e-01
6.490713587487780822e-01,6.108441558441560781e-01
6.500488758553274460e-01,6.162987012987015678e-01
6.510263929618768097e-01,6.169480519480520231e-01
6.520039100684261735e-01,6.120129870129871197e-01
6.529814271749755372e-01,6.076623376623377926e-01
6.539589442815249010e-01,6.075974025974025805e-01
6.549364613880742647e-01,6.083766233766235709e-01
6.559139784946236285e-01,6.113636363636364424e-01
6.568914956011729922e-01,6.180519480519480746e-01
6.578690127077223559e-01,6.222077922077922096e-01
6.588465298142717197e-01,6.187012987012987519e-01
6.598240469208210834e-01,6.153896103896104863e-01
6.608015640273704472e-01,6.163636363636365578e-01
6.617790811339198109e-01,6.151948051948052942e-01
6.627565982404691747e-01,6.135064935064936664e-01
6.637341153470185384e-01,6.140909090909091317e-01
6.647116324535679022e-01,6.187012987012988630e-01
6.656891495601172659e-01,6.200649350649352076e-01
6.666666666666666297e-01,6.212987012987014612e-01
6.676441837732159934e-01,6.242207792207793426e-01
6.686217008797653572e-01,6.271428571428572241e-01
6.695992179863147209e-01,6.307142857142857828e-01
6.705767350928640846e-01,6.357142857142858983e-01
6.715542521994134484e-01,6.387012987012987697e-01
6.725317693059628121e-01,6.317532467532468443e-01
6.735092864125121759e-01,6.231168831168832911e-01
6.744868035190615396e-01,6.180519480519481856e-01
6.754643206256109034e-01,6.270129870129871330e-01
6.764418377321602671e-01,6.395454545454547501e-01
6.774193548387096309e-01,6.446753246753246236e-01
6.783968719452589946e-01,6.411038961038962869e-01
6.793743890518083584e-01,6.324675324675325117e-01
6.803519061583577221e-01,6.205194805194805818e-01
6.813294232649070858e-01,6.123376623376625139e-01
6.823069403714564496e-01,6.123376623376625139e-01
6.832844574780058133e-01,6.162337662337663557e-01
6.842619745845551771e-01,6.161688311688313657e-01
6.852394916911045408e-01,6.125324675324677060e-01
6.862170087976539046e-01,6.050649350649350833e-01
6.871945259042032683e-01,6.001298701298701799e-01
6.881720430107527431e-01,6.020779220779223229e-01
6.891495601173021068e-01,6.094155844155846324e-01
6.901270772238514706e-01,6.167532467532468310e-01
6.911045943304008343e-01,6.207142857142857739e-01
6.920821114369501981e-01,6.176623376623378014e-01
6.930596285434995618e-01,6.088961038961039351e-01
6.940371456500489256e-01,6.041558441558442238e-01
6.950146627565982893e-01,6.116233766233766245e-01
6.959921798631476531e-01,6.225324675324677148e-01
6.969696969696970168e-01,6.307142857142858938e-01
6.979472140762463805e-01,6.374675324675326271e-01
6.989247311827957443e-01,6.365584415584416567e-01
6.999022482893451080e-01,6.365584415584416567e-01
7.008797653958944718e-01,6.341558441558441395e-01
7.018572825024438355e-01,6.366883116883118587e-01
7.028347996089931993e-01,6.415584415584416611e-01
7.038123167155425630e-01,6.466233766233768776e-01
7.047898338220919268e-01,6.480519480519479902e-01
7.057673509286412905e-01,6.446103896103896336e-01
7.067448680351906543e-01,6.450649350649352298e-01
7.077223851417400180e-01,6.496753246753247391e-01
7.086999022482893817e-01,6.548701298701299356e-01
7.096774193548387455e-01,6.582467532467534133e-01
7.106549364613881092e-01,6.601298701298701221e-01
7.116324535679374730e-01,6.548701298701299356e-01
7.126099706744868367e-01,6.496103896103896380e-01
7.135874877810362005e-01,6.457142857142857961e-01
7.145650048875855642e-01,6.490909090909092738e-01
7.155425219941349280e-01,6.568181818181819676e-01
7.165200391006842917e-01,6.579220779220781301e-01
7.174975562072336555e-01,6.537662337662337730e-01
7.184750733137830192e-01,6.481818181818181923e-01
7.194525904203323829e-01,6.439610389610390673e-01
7.204301075268817467e-01,6.412337662337664890e-01
7.214076246334311104e-01,6.422077922077924494e-01
7.223851417399804742e-01,6.472727272727272219e-01
7.233626588465298379e-01,6.594805194805196669e-01
7.243401759530792017e-01,6.693506493506494737e-01
7.253176930596285654e-01,6.680519480519481190e-01
7.262952101661779292e-01,6.686363636363638063e-01
7.272727272727272929e-01,6.702597402597403331e-01
7.282502443792766567e-01,6.705194805194805152e-01
7.292277614858260204e-01,6.701298701298703531e-01
7.302052785923753842e-01,6.676623376623378459e-01
7.311827956989247479e-01,6.598051948051948390e-01
7.321603128054741116e-01,6.527272727272729336e-01
7.331378299120234754e-01,6.522077922077922363e-01
7.341153470185728391e-01,6.601298701298701221e-01
7.350928641251222029e-01,6.712987012987015056e-01
7.360703812316715666e-01,6.773376623376624606e-01
7.370478983382209304e-01,6.781818181818183300e-01
7.380254154447702941e-01,6.743506493506493671e-01
7.390029325513196579e-01,6.716883116883116678e-01
7.399804496578690216e-01,6.724675324675326582e-01
7.409579667644183854e-01,6.721428571428572640e-01
7.419354838709677491e-01,6.703246753246753231e-01
7.429130009775171128e-01,6.714285714285717077e-01
7.438905180840664766e-01,6.698051948051950699e-01
7.448680351906158403e-01,6.639610389610390850e-01
7.458455522971652041e-01,6.625974025974026294e-01
7.468230694037145678e-01,6.638311688311688830e-01
7.478005865102639316e-01,6.692857142857143726e-01
7.487781036168132953e-01,6.740909090909094070e-01
7.497556207233626591e-01,6.731168831168832245e-01
7.507331378299120228e-01,6.683116883116883011e-01
7.517106549364613866e-01,6.624025974025974373e-01
7.526881720430107503e-01,6.625974025974027404e-01
7.536656891495601140e-01,6.742857142857143771e-01
7.546432062561094778e-01,6.849350649350649523e-01
7.556207233626588415e-01,6.926623376623377570e-01
7.565982404692082053e-01,6.958441558441561536e-01
7.575757575757575690e-01,6.943506493506494959e-01
7.585532746823069328e-01,6.960389610389612347e-01
7.595307917888562965e-01,7.028571428571430690e-01
7.605083088954056603e-01,7.114935064935066222e-01
7.614858260019550240e-01,7.174025974025974861e-01
7.624633431085043878e-01,7.272727272727275150e-01
7.634408602150537515e-01,7.313636363636365489e-01
7.644183773216031152e-01,7.292207792207793249e-01
7.653958944281524790e-01,7.279870129870130713e-01
7.663734115347018427e-01,7.273376623376625050e-01
7.673509286412512065e-01,7.307792207792208616e-01
7.683284457478005702e-01,7.337012987012987431e-01
7.693059628543499340e-01,7.372077922077923118e-01
7.702834799608992977e-01,7.375974025974026960e-01
7.712609970674486615e-01,7.361038961038961492e-01
7.722385141739980252e-01,7.358441558441558561e-01
7.732160312805473890e-01,7.420779220779222252e-01
7.741935483870967527e-01,7.469480519480521385e-01
7.751710654936461165e-01,7.489610389610390495e-01
7.761485826001954802e-01,7.484415584415586853e-01
7.771260997067448439e-01,7.459090909090910770e-01
7.781036168132942077e-01,7.431168831168832867e-01
7.790811339198435714e-01,7.435064935064936709e-01
7.800586510263929352e-01,7.470129870129871286e-01
7.810361681329422989e-01,7.535714285714287808e-01
7.820136852394916627e-01,7.612337662337662625e-01
7.829912023460410264e-01,7.656493506493508017e-01
7.839687194525903902e-01,7.672077922077923384e-01
7.849462365591397539e-01,7.714285714285715745e-01
7.859237536656891177e-01,7.748701298701299311e-01
7.869012707722384814e-01,7.812337662337663913e-01
7.878787878787878451e-01,7.894155844155844592e-01
7.888563049853372089e-01,7.942857142857142616e-01
7.898338220918865726e-01,7.966883116883117788e-01
7.908113391984359364e-01,7.984415584415585077e-01
7.917888563049853001e-01,7.996103896103896602e-01
7.927663734115346639e-01,8.077272727272728492e-01
7.937438905180840276e-01,8.192207792207792938e-01
7.947214076246333914e-01,8.260389610389610171e-01
7.956989247311827551e-01,8.299350649350649700e-01
7.966764418377321189e-01,8.314285714285715168e-01
7.976539589442814826e-01,8.338961038961039129e-01
7.986314760508308463e-01,8.320129870129870930e-01
7.996089931573802101e-01,8.294155844155844948e-01
8.005865102639295738e-01,8.274025974025974728e-01
8.015640273704789376e-01,8.241558441558443082e-01
8.025415444770283013e-01,8.189610389610391117e-01
8.035190615835776651e-01,8.161038961038962203e-01
8.044965786901270288e-01,8.203246753246754563e-01
8.054740957966763926e-01,8.246753246753247835e-01
8.064516129032257563e-01,8.284415584415585343e-01
8.074291300097751201e-01,8.312337662337663247e-01
8.084066471163244838e-01,8.305194805194806573e-01
8.093841642228738475e-01,8.243506493506493893e-01
8.103616813294232113e-01,8.175974025974026560e-01
8.113391984359725750e-01,8.116233766233768021e-01
8.123167155425219388e-01,8.129220779220780457e-01
8.132942326490713025e-01,8.198051948051948701e-01
8.142717497556207773e-01,8.241558441558441972e-01
8.152492668621701410e-01,8.206493506493507395e-01
8.162267839687195048e-01,8.100649350649351543e-01
8.172043010752688685e-01,8.040259740259740884e-01
8.181818181818182323e-01,8.002597402597403375e-01
8.191593352883675960e-01,7.971428571428572640e-01
8.201368523949169598e-01,8.020129870129871774e-01
8.211143695014663235e-01,8.083766233766234155e-01
8.220918866080156873e-01,8.154545454545455430e-01
8.230694037145650510e-01,8.142207792207794004e-01
8.240469208211144148e-01,8.051948051948053520e-01
8.250244379276637785e-01,7.959090909090910104e-01
8.260019550342131422e-01,7.944155844155844637e-01
8.269794721407625060e-01,7.952597402597403331e-01
8.279569892473118697e-01,7.924025974025974417e-01
8.289345063538612335e-01,7.839610389610390806e-01
8.299120234604105972e-01,7.727922077922078081e-01
8.308895405669599610e-01,7.627922077922079103e-01
8.318670576735093247e-01,7.632467532467533955e-01
8.328445747800586885e-01,7.674025974025974195e-01
8.338220918866080522e-01,7.695454545454545325e-01
8.347996089931574160e-01,7.621428571428572329e-01
8.357771260997067797e-01,7.490259740259741505e-01
8.367546432062561435e-01,7.416883116883118410e-01
8.377321603128055072e-01,7.357142857142857650e-01
8.387096774193548709e-01,7.311038961038961448e-01
8.396871945259042347e-01,7.250649350649353009e-01
8.406647116324535984e-01,7.224675324675327026e-01
8.416422287390029622e-01,7.134415584415584322e-01
8.426197458455523259e-01,6.966883116883118010e-01
8.435972629521016897e-01,6.828571428571430513e-01
8.445747800586510534e-01,6.772727272727273595e-01
8.455522971652004172e-01,6.725974025974027493e-01
8.465298142717497809e-01,6.685714285714287053e-01
8.475073313782991447e-01,6.592207792207794848e-01
8.484848484848485084e-01,6.421428571428573484e-01
8.494623655913978721e-01,6.246103896103897268e-01
8.504398826979472359e-01,6.104545454545454719e-01
8.514173998044965996e-01,6.059740259740261648e-01
8.523949169110459634e-01,6.036363636363636376e-01
8.533724340175953271e-01,5.983766233766234510e-01
8.543499511241446909e-01,5.913636363636365356e-01
8.553274682306940546e-01,5.798051948051949900e-01
8.563049853372434184e-01,5.675324675324677770e-01
8.572825024437927821e-01,5.492857142857144881e-01
8.582600195503421459e-01,5.362987012987014968e-01
8.592375366568915096e-01,5.267532467532468621e-01
8.602150537634408733e-01,5.209740259740262003e-01
8.611925708699902371e-01,5.096103896103896247e-01
8.621700879765396008e-01,4.970129870129871286e-01
8.631476050830889646e-01,4.887012987012987475e-01
8.641251221896383283e-01,4.842857142857143193e-01
8.651026392961876921e-01,4.864935064935065334e-01
8.660801564027370558e-01,4.848051948051947946e-01
8.670576735092864196e-01,4.761688311688312414e-01
8.680351906158357833e-01,4.640259740259740640e-01
8.690127077223851471e-01,4.538961038961039085e-01
8.699902248289345108e-01,4.455194805194805929e-01
8.709677419354838745e-01,4.444805194805194759e-01
8.719452590420332383e-01,4.462987012987013058e-01
8.729227761485826020e-01,4.421428571428571708e-01
8.739002932551319658e-01,4.346753246753247701e-01
8.748778103616813295e-01,4.270779220779221674e-01
8.758553274682306933e-01,4.194805194805195092e-01
8.768328445747800570e-01,4.080519480519479991e-01
8.778103616813294208e-01,3.990909090909091073e-01
8.787878787878787845e-01,3.981168831168831468e-01
8.797653958944281483e-01,3.989610389610389607e-01
8.807429130009775120e-01,3.957142857142856851e-01
8.817204301075268758e-01,3.900000000000000133e-01
8.826979472140762395e-01,3.837662337662337553e-01
8.836754643206256032e-01,3.815584415584415967e-01
8.846529814271749670e-01,3.838311688311688008e-01
8.856304985337243307e-01,3.861038961038960604e-01
8.866080156402736945e-01,3.846753246753246702e-01
8.875855327468230582e-01,3.797402597402598223e-01
8.885630498533724220e-01,3.715584415584415878e-01
8.895405669599217857e-01,3.625974025974025849e-01
8.905180840664711495e-01,3.615584415584415789e-01
8.914956011730205132e-01,3.675974025974026449e-01
8.924731182795698770e-01,3.672077922077922052e-01
8.934506353861192407e-01,3.656493506493506129e-01
8.944281524926686044e-01,3.643506493506493693e-01
8.954056695992179682e-01,3.625324675324675394e-01
8.963831867057673319e-01,3.617532467532467710e-01
8.973607038123166957e-01,3.661038961038959871e-01
8.983382209188660594e-01,3.713636363636363957e-01
8.993157380254154232e-01,3.801298701298700955e-01
9.002932551319647869e-01,3.874025974025974151e-01
9.012707722385141507e-01,3.881168831168831379e-01
9.022482893450635144e-01,3.890909090909091539e-01
9.032258064516128782e-01,3.889610389610389518e-01
9.042033235581622419e-01,3.896753246753248412e-01
9.051808406647116056e-01,3.925324675324676216e-01
9.061583577712609694e-01,3.897402597402597202e-01
9.071358748778103331e-01,3.881818181818180724e-01
9.081133919843596969e-01,3.848051948051948168e-01
9.090909090909090606e-01,3.775974025974025428e-01
9.100684261974584244e-01,3.844805194805194226e-01
9.110459433040077881e-01,3.990909090909089962e-01
9.120234604105571519e-01,4.057142857142856940e-01
9.130009775171065156e-01,4.084415584415584388e-01
9.139784946236558794e-01,4.018831168831168976e-01
9.149560117302052431e-01,3.957792207792207861e-01
9.159335288367546068e-01,3.910389610389610748e-01
9.169110459433039706e-01,3.906493506493506906e-01
9.178885630498533343e-01,3.949350649350649167e-01
9.188660801564026981e-01,4.061688311688311792e-01
9.198435972629520618e-01,4.143506493506493582e-01
9.208211143695014256e-01,4.139610389610389740e-01
9.217986314760507893e-01,4.130519480519480591e-01
9.227761485826001531e-01,4.117532467532467599e-01
9.237536656891495168e-01,4.148051948051947879e-01
9.247311827956988806e-01,4.207792207792207528e-01
9.257086999022482443e-01,4.257792207792207573e-01
9.266862170087976081e-01,4.288311688311687853e-01
9.276637341153469718e-01,4.283766233766234111e-01
9.286412512218963355e-01,4.272077922077922030e-01
9.296187683284456993e-01,4.380519480519480258e-01
9.305962854349950630e-01,4.512337662337663202e-01
9.315738025415444268e-01,4.572727272727273307e-01
9.325513196480937905e-01,4.559090909090908195e-01
9.335288367546431543e-01,4.529870129870129936e-01
9.345063538611925180e-01,4.503896103896103953e-01
9.354838709677418818e-01,4.522727272727272707e-01
9.364613880742912455e-01,4.593506493506492872e-01
9.374389051808406093e-01,4.667532467532467533e-01
9.384164222873900840e-01,4.731818181818182589e-01
9.393939393939394478e-01,4.770779220779221008e-01
9.403714565004888115e-01,4.775324675324675860e-01
9.413489736070381753e-01,4.802597402597402199e-01
9.423264907135875390e-01,4.792857142857143149e-01
9.433040078201369028e-01,4.790909090909091228e-01
9.442815249266862665e-01,4.805844155844156140e-01
9.452590420332356302e-01,4.822077922077921963e-01
9.462365591397849940e-01,4.812987012987013369e-01
9.472140762463343577e-01,4.809740259740260537e-01
9.481915933528837215e-01,4.792857142857142594e-01
9.491691104594330852e-01,4.849350649350649411e-01
9.501466275659824490e-01,4.926623376623376904e-01
9.511241446725318127e-01,4.965584415584415323e-01
9.521016617790811765e-01,4.975324675324674928e-01
9.530791788856305402e-01,4.986363636363637664e-01
9.540566959921799040e-01,5.031818181818182856e-01
9.550342130987292677e-01,5.074675324675327337e-01
9.560117302052786314e-01,5.131818181818181834e-01
9.569892473118279952e-01,5.154545454545456096e-01
9.579667644183773589e-01,5.187012987012986631e-01
9.589442815249267227e-01,5.221428571428573528e-01
9.599217986314760864e-01,5.218181818181819587e-01
9.608993157380254502e-01,5.240259740259740617e-01
9.618768328445748139e-01,5.288311688311688741e-01
9.628543499511241777e-01,5.348701298701301621e-01
9.638318670576735414e-01,5.425324675324675328e-01
9.648093841642229052e-01,5.462987012987012836e-01
9.657869012707722689e-01,5.466883116883118898e-01
9.667644183773216326e-01,5.418831168831170775e-01
9.677419354838709964e-01,5.384415584415583877e-01
9.687194525904203601e-01,5.455194805194806262e-01
9.696969696969697239e-01,5.554545454545455341e-01
9.706744868035190876e-01,5.598051948051949722e-01
9.716520039100684514e-01,5.602597402597402354e-01
9.726295210166178151e-01,5.586363636363638197e-01
9.736070381231671789e-01,5.605194805194806396e-01
9.745845552297165426e-01,5.605844155844156296e-01
9.755620723362659064e-01,5.612987012987015190e-01
9.765395894428152701e-01,5.616233766233765801e-01
9.775171065493646338e-01,5.622727272727272574e-01
9.784946236559139976e-01,5.629870129870130357e-01
9.794721407624633613e-01,5.622727272727272574e-01
9.804496578690127251e-01,5.629220779220779347e-01
9.814271749755620888e-01,5.680519480519481412e-01
9.824046920821114526e-01,5.764935064935065023e-01
9.833822091886608163e-01,5.812337662337662136e-01
9.843597262952101801e-01,5.801948051948051521e-01
9.853372434017595438e-01,5.748051948051948745e-01
9.863147605083089076e-01,5.661688311688312103e-01
9.872922776148582713e-01,5.603246753246753364e-01
9.882697947214076351e-01,5.651948051948053608e-01
9.892473118279569988e-01,5.747402597402597735e-01
9.902248289345063625e-01,5.814935064935065068e-01
9.912023460410557263e-01,5.798051948051949900e-01
9.921798631476050900e-01,5.783116883116884432e-01
9.931573802541544538e-01,5.790909090909091006e-01
9.941348973607038175e-01,5.814935064935065068e-01
9.951124144672531813e-01,5.848051948051949944e-01
9.960899315738025450e-01,5.887662337662338263e-01
9.970674486803519088e-01,5.952597402597403775e-01
9.980449657869012725e-01,5.985064935064935421e-01
9.990224828934506363e-01,5.959740259740260448e-01
1.000000000000000000e+00,5.916233766233767177e-01
